NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE	GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE		81	-0.2777991	-1.2418967	0.11444142	0.46443325	1.0	2693	tags=28%, list=18%, signal=34%	
GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS	GOBP_MEMBRANE_LIPID_BIOSYNTHETIC_PROCESS		135	-0.24976288	-1.2416708	0.071625344	0.4645869	1.0	2711	tags=25%, list=18%, signal=30%	
GOMF_PROTEIN_N_ACETYLTRANSFERASE_ACTIVITY	GOMF_PROTEIN_N_ACETYLTRANSFERASE_ACTIVITY		46	-0.30221155	-1.2413552	0.11678832	0.46502367	1.0	4281	tags=37%, list=28%, signal=51%	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS		127	-0.2515101	-1.2410233	0.10306407	0.4654617	1.0	3300	tags=27%, list=22%, signal=34%	
HP_ABNORMALITY_OF_THE_POSTERIOR_HAIRLINE	HP_ABNORMALITY_OF_THE_POSTERIOR_HAIRLINE		103	-0.2593756	-1.240594	0.08635098	0.46613944	1.0	3383	tags=28%, list=22%, signal=36%	
GOBP_TELENCEPHALON_DEVELOPMENT	GOBP_TELENCEPHALON_DEVELOPMENT		254	-0.2262625	-1.2402656	0.05090909	0.46652016	1.0	3664	tags=31%, list=24%, signal=40%	
HP_ABNORMAL_VISUAL_FIELD_TEST	HP_ABNORMAL_VISUAL_FIELD_TEST		16	-0.4032896	-1.240063	0.18568233	0.46664184	1.0	1692	tags=25%, list=11%, signal=28%	
HP_HYPEREXTENSIBLE_SKIN	HP_HYPEREXTENSIBLE_SKIN		65	-0.2854487	-1.23987	0.11827957	0.46671936	1.0	4209	tags=34%, list=28%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT		249	-0.22890244	-1.2396568	0.041800644	0.46684968	1.0	2803	tags=25%, list=19%, signal=31%	
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT		88	-0.26797467	-1.2394892	0.08423913	0.46684843	1.0	4238	tags=38%, list=28%, signal=52%	
GOMF_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY	GOMF_PHOSPHORIC_ESTER_HYDROLASE_ACTIVITY		420	-0.21512374	-1.2394236	0.01632653	0.46661153	1.0	3537	tags=29%, list=23%, signal=37%	
HP_ABNORMAL_CRANIAL_SUTURE_FONTANELLE_MORPHOLOGY	HP_ABNORMAL_CRANIAL_SUTURE_FONTANELLE_MORPHOLOGY		412	-0.21667546	-1.23937	0.015037594	0.46635705	1.0	4167	tags=33%, list=28%, signal=44%	
HP_POSTERIOR_PITUITARY_DYSGENESIS	HP_POSTERIOR_PITUITARY_DYSGENESIS		20	-0.37555975	-1.2391768	0.17370892	0.4664452	1.0	3823	tags=50%, list=25%, signal=67%	
GOBP_RENAL_WATER_HOMEOSTASIS	GOBP_RENAL_WATER_HOMEOSTASIS		16	-0.39905682	-1.2388194	0.18913044	0.466977	1.0	5484	tags=63%, list=36%, signal=98%	
HP_LOWER_LIMB_MUSCLE_WEAKNESS	HP_LOWER_LIMB_MUSCLE_WEAKNESS		205	-0.23329692	-1.2387685	0.056074765	0.46669647	1.0	3162	tags=24%, list=21%, signal=30%	
HP_PIERRE_ROBIN_SEQUENCE	HP_PIERRE_ROBIN_SEQUENCE		30	-0.34031668	-1.2387583	0.14182693	0.46632117	1.0	1810	tags=23%, list=12%, signal=26%	
GOBP_GLIAL_CELL_PROLIFERATION	GOBP_GLIAL_CELL_PROLIFERATION		47	-0.30849344	-1.2385118	0.13539192	0.46651202	1.0	2785	tags=34%, list=18%, signal=42%	
HP_ABNORMAL_SEMICIRCULAR_CANAL_MORPHOLOGY	HP_ABNORMAL_SEMICIRCULAR_CANAL_MORPHOLOGY		25	-0.3588223	-1.2385106	0.16587678	0.46611533	1.0	2612	tags=32%, list=17%, signal=39%	
HP_ABNORMALITY_OF_HAIR_PIGMENTATION	HP_ABNORMALITY_OF_HAIR_PIGMENTATION		106	-0.25594893	-1.2382879	0.09973046	0.46626908	1.0	3783	tags=42%, list=25%, signal=56%	
GOBP_REGULATION_OF_PROTEOLYSIS	GOBP_REGULATION_OF_PROTEOLYSIS		325	-0.21943422	-1.2380115	0.026515152	0.46659186	1.0	2870	tags=25%, list=19%, signal=30%	
GOCC_CATALYTIC_STEP_2_SPLICEOSOME	GOCC_CATALYTIC_STEP_2_SPLICEOSOME		77	-0.27687368	-1.237986	0.12113402	0.46626255	1.0	4204	tags=36%, list=28%, signal=50%	
HP_ACTION_TREMOR	HP_ACTION_TREMOR		188	-0.23707369	-1.2376999	0.06375839	0.46654844	1.0	2888	tags=21%, list=19%, signal=26%	
HP_ATHETOSIS	HP_ATHETOSIS		148	-0.23962435	-1.2370409	0.06077348	0.4678514	1.0	4568	tags=34%, list=30%, signal=48%	
GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GOBP_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE		71	-0.27283278	-1.2368404	0.13172042	0.4679784	1.0	2698	tags=30%, list=18%, signal=36%	
GOBP_CELL_CELL_JUNCTION_MAINTENANCE	GOBP_CELL_CELL_JUNCTION_MAINTENANCE		18	-0.37965	-1.236715	0.16775599	0.46794638	1.0	3257	tags=50%, list=22%, signal=64%	
GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY	GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY		21	-0.36923942	-1.2363204	0.19178082	0.4685866	1.0	2768	tags=48%, list=18%, signal=58%	
HP_APPENDICULAR_HYPOTONIA	HP_APPENDICULAR_HYPOTONIA		23	-0.36271814	-1.2361207	0.18461539	0.46867567	1.0	5927	tags=65%, list=39%, signal=107%	
GOBP_CELL_REDOX_HOMEOSTASIS	GOBP_CELL_REDOX_HOMEOSTASIS		40	-0.31184626	-1.236116	0.15	0.4682889	1.0	2971	tags=30%, list=20%, signal=37%	
